ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-01-02 18:00,676.0,,,,255.0,13.0,0,0,0,
47090,2011-01-02 18:00,684.0,,-23.1,-37.1,,,0,0,0,
47090,2011-01-02 18:00,691.0,,,,225.0,14.0,0,0,0,
47090,2011-01-02 18:00,697.0,,-22.5,-35.5,,,0,0,0,
47090,2011-01-02 18:00,700.0,2934.0,-22.3,-34.3,220.0,11.0,0,0,0,
47090,2011-01-02 18:00,755.0,,,,170.0,10.0,0,0,0,
47090,2011-01-02 18:00,779.0,,-15.9,-22.9,,,0,0,0,
47090,2011-01-02 18:00,807.0,,-13.5,-23.5,,,0,0,0,
47090,2011-01-02 18:00,810.0,,-13.5,-18.5,,,0,0,0,
47090,2011-01-02 18:00,850.0,1474.0,-10.9,-14.6,195.0,7.0,0,0,0,
47090,2011-01-02 18:00,875.0,,,,270.0,4.0,0,0,0,
47090,2011-01-02 18:00,925.0,818.0,-5.5,-8.8,320.0,10.0,0,0,0,
47090,2011-01-02 18:00,949.0,,,,340.0,10.0,0,0,0,
47090,2011-01-02 18:00,972.0,,,,350.0,13.0,0,0,0,
47090,2011-01-02 18:00,982.0,,-1.9,-4.0,,,0,0,0,
47090,2011-01-02 18:00,999.0,,,,325.0,17.0,0,0,0,
47090,2011-01-02 18:00,1000.0,200.0,-0.9,-5.2,325.0,17.0,0,0,0,
47090,2011-01-02 18:00,1022.0,,0.0,-7.0,320.0,5.0,1,0,0,
47090,2011-01-03 00:00,8.8,,-29.9,-69.9,95.0,49.0,0,0,0,
47090,2011-01-03 00:00,9.1,,-29.7,-69.7,,,0,0,0,
47090,2011-01-03 00:00,9.2,,,,100.0,41.0,0,0,0,
47090,2011-01-03 00:00,9.9,,,,85.0,55.0,0,0,0,
47090,2011-01-03 00:00,10.0,30930.0,-31.7,-71.7,90.0,52.0,0,0,0,
47090,2011-01-03 00:00,10.7,,,,80.0,36.0,0,0,0,
47090,2011-01-03 00:00,11.4,,,,95.0,47.0,0,0,0,
47090,2011-01-03 00:00,12.3,,,,85.0,28.0,0,0,0,
47090,2011-01-03 00:00,13.1,,,,110.0,18.0,0,0,0,
47090,2011-01-03 00:00,13.7,,,,100.0,31.0,0,0,0,
47090,2011-01-03 00:00,14.1,,-39.5,-76.5,,,0,0,0,
47090,2011-01-03 00:00,14.9,,,,70.0,15.0,0,0,0,
47090,2011-01-03 00:00,15.4,,,,95.0,20.0,0,0,0,
47090,2011-01-03 00:00,16.0,,-45.5,-80.5,,,0,0,0,
47090,2011-01-03 00:00,16.5,,,,35.0,17.0,0,0,0,
47090,2011-01-03 00:00,17.3,,,,40.0,10.0,0,0,0,
47090,2011-01-03 00:00,18.1,,-45.1,-80.1,,,0,0,0,
47090,2011-01-03 00:00,18.9,,,,0.0,0.0,0,0,0,
47090,2011-01-03 00:00,20.0,26200.0,-47.7,-81.7,215.0,6.0,0,0,0,
47090,2011-01-03 00:00,20.5,,,,175.0,10.0,0,0,0,
47090,2011-01-03 00:00,20.7,,-49.5,-82.5,,,0,0,0,
47090,2011-01-03 00:00,21.4,,,,185.0,19.0,0,0,0,
47090,2011-01-03 00:00,22.0,,,,175.0,15.0,0,0,0,
47090,2011-01-03 00:00,23.1,,,,115.0,10.0,0,0,0,
47090,2011-01-03 00:00,23.5,,-46.1,-81.1,,,0,0,0,
47090,2011-01-03 00:00,25.0,,,,230.0,2.0,0,0,0,
47090,2011-01-03 00:00,26.3,,-51.7,-83.7,,,0,0,0,
47090,2011-01-03 00:00,27.8,,,,355.0,10.0,0,0,0,
47090,2011-01-03 00:00,29.4,,-48.9,-82.9,,,0,0,0,
47090,2011-01-03 00:00,29.7,,,,320.0,10.0,0,0,0,
47090,2011-01-03 00:00,30.0,23540.0,-49.5,-83.5,300.0,12.0,0,0,0,
47090,2011-01-03 00:00,30.3,,,,290.0,16.0,0,0,0,
47090,2011-01-03 00:00,31.6,,-55.1,-86.1,,,0,0,0,
47090,2011-01-03 00:00,31.7,,,,280.0,17.0,0,0,0,
47090,2011-01-03 00:00,32.9,,,,295.0,19.0,0,0,0,
47090,2011-01-03 00:00,34.4,,-55.7,-86.7,,,0,0,0,
47090,2011-01-03 00:00,36.2,,,,250.0,23.0,0,0,0,
47090,2011-01-03 00:00,37.6,,,,260.0,15.0,0,0,0,
47090,2011-01-03 00:00,38.8,,-53.7,-85.7,300.0,12.0,0,0,0,
47090,2011-01-03 00:00,39.4,,,,315.0,17.0,0,0,0,
47090,2011-01-03 00:00,42.0,,,,315.0,28.0,0,0,0,
47090,2011-01-03 00:00,44.4,,-55.1,-87.1,,,0,0,0,
47090,2011-01-03 00:00,45.4,,,,265.0,38.0,0,0,0,
47090,2011-01-03 00:00,47.3,,,,275.0,43.0,0,0,0,
47090,2011-01-03 00:00,49.0,,-60.1,-90.1,265.0,53.0,0,0,0,
47090,2011-01-03 00:00,50.0,20290.0,-59.1,-89.1,260.0,50.0,0,0,0,
47090,2011-01-03 00:00,53.5,,-57.5,-88.5,,,0,0,0,
47090,2011-01-03 00:00,53.9,,,,265.0,30.0,0,0,0,
47090,2011-01-03 00:00,56.0,,,,275.0,40.0,0,0,0,
47090,2011-01-03 00:00,59.7,,,,260.0,59.0,0,0,1,
47090,2011-01-03 00:00,60.8,,-61.3,-90.3,255.0,57.0,0,1,0,
47090,2011-01-03 00:00,63.7,,,,255.0,43.0,0,0,0,
47090,2011-01-03 00:00,66.5,,,,265.0,33.0,0,0,0,
47090,2011-01-03 00:00,69.2,,,,280.0,42.0,0,0,0,
47090,2011-01-03 00:00,70.0,18180.0,-57.3,-88.3,275.0,44.0,0,0,0,
47090,2011-01-03 00:00,73.7,,,,265.0,61.0,0,0,0,
47090,2011-01-03 00:00,79.4,,-56.1,-87.1,,,0,0,0,
47090,2011-01-03 00:00,84.8,,-60.3,-89.3,,,0,0,0,
47090,2011-01-03 00:00,85.1,,,,265.0,60.0,0,0,0,
47090,2011-01-03 00:00,89.0,,,,280.0,63.0,0,0,0,
47090,2011-01-03 00:00,96.8,,,,270.0,69.0,0,0,0,
47090,2011-01-03 00:00,100.0,15930.0,-58.7,-87.7,275.0,61.0,0,0,0,
47090,2011-01-03 00:00,106.0,,-56.9,-86.9,,,0,0,0,
47090,2011-01-03 00:00,108.0,,-59.1,-88.1,275.0,78.0,0,0,0,
47090,2011-01-03 00:00,124.0,,,,275.0,74.0,0,0,0,
47090,2011-01-03 00:00,150.0,13370.0,-56.9,-85.9,270.0,92.0,0,0,0,
47090,2011-01-03 00:00,151.0,,,,265.0,93.0,0,0,1,
47090,2011-01-03 00:00,180.0,,-55.7,-82.7,,,0,0,0,
47090,2011-01-03 00:00,181.0,,,,280.0,89.0,0,0,0,
47090,2011-01-03 00:00,192.0,,,,280.0,69.0,0,0,0,
47090,2011-01-03 00:00,200.0,11550.0,-57.7,-77.7,280.0,77.0,0,0,0,
47090,2011-01-03 00:00,201.0,,,,280.0,77.0,0,0,0,
47090,2011-01-03 00:00,223.0,,-59.3,-80.3,280.0,64.0,0,1,0,
47090,2011-01-03 00:00,232.0,,,,275.0,59.0,0,0,0,
47090,2011-01-03 00:00,244.0,,,,275.0,69.0,0,0,0,
47090,2011-01-03 00:00,249.0,,-57.9,-67.9,,,0,0,0,
47090,2011-01-03 00:00,250.0,10140.0,-57.7,-67.7,280.0,62.0,0,0,0,
47090,2011-01-03 00:00,295.0,,-49.7,-57.7,,,0,0,0,
47090,2011-01-03 00:00,299.0,,-48.9,-55.9,,,0,0,0,
47090,2011-01-03 00:00,300.0,8970.0,-48.7,-56.7,285.0,58.0,0,0,0,
47090,2011-01-03 00:00,390.0,,,,310.0,48.0,0,0,0,
47090,2011-01-03 00:00,400.0,7010.0,-31.3,-63.3,305.0,45.0,0,0,0,
47090,2011-01-03 00:00,406.0,,-30.3,-64.3,,,0,0,0,
47090,2011-01-03 00:00,417.0,,,,300.0,38.0,0,0,0,
47090,2011-01-03 00:00,429.0,,-29.3,-63.3,,,0,0,0,
47090,2011-01-03 00:00,434.0,,,,315.0,33.0,0,0,0,
47090,2011-01-03 00:00,435.0,,-29.7,-62.7,,,0,0,0,
47090,2011-01-03 00:00,456.0,,,,305.0,26.0,0,0,0,
47090,2011-01-03 00:00,481.0,,-24.9,-60.9,350.0,19.0,0,0,0,
47090,2011-01-03 00:00,492.0,,,,350.0,20.0,0,0,0,
47090,2011-01-03 00:00,498.0,,,,360.0,17.0,0,0,0,
47090,2011-01-03 00:00,500.0,5400.0,-24.7,-61.7,10.0,17.0,0,0,0,
47090,2011-01-03 00:00,504.0,,,,15.0,20.0,0,0,0,
47090,2011-01-03 00:00,536.0,,-22.5,-61.5,,,0,0,0,
47090,2011-01-03 00:00,542.0,,,,40.0,29.0,0,0,0,
47090,2011-01-03 00:00,569.0,,,,35.0,22.0,0,0,0,
47090,2011-01-03 00:00,578.0,,,,50.0,20.0,0,0,0,
47090,2011-01-03 00:00,587.0,,-23.5,-52.5,,,0,0,0,
47090,2011-01-03 00:00,622.0,,-21.7,-54.7,,,0,0,0,
47090,2011-01-03 00:00,641.0,,-22.7,-45.7,,,0,0,0,
47090,2011-01-03 00:00,672.0,,,,40.0,10.0,0,0,0,
47090,2011-01-03 00:00,700.0,2931.0,-19.7,-35.7,20.0,4.0,0,0,0,
47090,2011-01-03 00:00,712.0,,,,330.0,4.0,0,0,0,
47090,2011-01-03 00:00,713.0,,-19.3,-36.3,,,0,0,0,
47090,2011-01-03 00:00,735.0,,-17.3,-35.3,,,0,0,0,
47090,2011-01-03 00:00,740.0,,,,250.0,10.0,0,0,0,
47090,2011-01-03 00:00,769.0,,-14.5,-29.5,,,0,0,0,
47090,2011-01-03 00:00,791.0,,-13.5,-19.5,215.0,16.0,0,0,0,
47090,2011-01-03 00:00,801.0,,,,210.0,10.0,0,0,0,
47090,2011-01-03 00:00,807.0,,-14.5,-16.6,,,0,0,0,
47090,2011-01-03 00:00,820.0,,,,285.0,2.0,0,0,0,
47090,2011-01-03 00:00,850.0,1466.0,-12.1,-13.2,340.0,5.0,0,0,0,
47090,2011-01-03 00:00,908.0,,,,25.0,10.0,0,0,0,
47090,2011-01-03 00:00,925.0,812.0,-7.1,-8.5,15.0,9.0,0,0,0,
47090,2011-01-03 00:00,954.0,,,,5.0,10.0,0,0,0,
47090,2011-01-03 00:00,1000.0,199.0,-2.7,-4.8,320.0,13.0,0,0,0,
47090,2011-01-03 00:00,1003.0,,,,320.0,13.0,0,0,0,
47090,2011-01-03 00:00,1022.0,,-1.5,-3.1,290.0,3.0,1,0,0,
47090,2011-01-03 06:00,90.5,,-59.7,-88.7,,,0,0,0,
47090,2011-01-03 06:00,91.1,,,,280.0,48.0,0,0,0,
47090,2011-01-03 06:00,100.0,15910.0,-57.3,-87.3,280.0,74.0,0,0,0,
47090,2011-01-03 06:00,104.0,,,,275.0,85.0,0,0,1,
47090,2011-01-03 06:00,116.0,,,,275.0,70.0,0,0,0,
47090,2011-01-03 06:00,124.0,,,,265.0,84.0,0,0,0,
47090,2011-01-03 06:00,138.0,,,,260.0,81.0,0,0,0,
47090,2011-01-03 06:00,148.0,,,,255.0,74.0,0,0,0,
47090,2011-01-03 06:00,150.0,13330.0,-55.3,-85.3,255.0,72.0,0,0,0,
47090,2011-01-03 06:00,171.0,,,,270.0,56.0,0,0,0,
47090,2011-01-03 06:00,189.0,,,,270.0,64.0,0,0,0,
47090,2011-01-03 06:00,200.0,11480.0,-53.5,-82.5,265.0,50.0,0,0,0,
47090,2011-01-03 06:00,212.0,,-52.9,-80.9,,,0,0,0,
47090,2011-01-03 06:00,220.0,,,,255.0,42.0,0,0,0,
47090,2011-01-03 06:00,236.0,,,,265.0,38.0,0,0,0,
47090,2011-01-03 06:00,249.0,,-57.1,-78.1,235.0,25.0,0,1,0,
47090,2011-01-03 06:00,250.0,10050.0,-56.9,-77.9,235.0,24.0,0,0,0,
47090,2011-01-03 06:00,257.0,,,,220.0,19.0,0,0,0,
47090,2011-01-03 06:00,268.0,,,,225.0,15.0,0,0,0,
47090,2011-01-03 06:00,271.0,,-54.9,-69.9,,,0,0,0,
47090,2011-01-03 06:00,275.0,,,,205.0,10.0,0,0,0,
47090,2011-01-03 06:00,281.0,,,,175.0,7.0,0,0,0,
47090,2011-01-03 06:00,284.0,,-54.1,-59.1,,,0,0,0,
47090,2011-01-03 06:00,298.0,,-51.5,-53.6,,,0,0,0,
47090,2011-01-03 06:00,300.0,8890.0,-51.1,-53.3,85.0,2.0,0,0,0,
47090,2011-01-03 06:00,323.0,,,,0.0,0.0,0,0,0,
47090,2011-01-03 06:00,367.0,,-40.7,-44.0,,,0,0,0,
47090,2011-01-03 06:00,400.0,6950.0,-37.5,-50.5,95.0,8.0,0,0,0,
47090,2011-01-03 06:00,419.0,,-35.9,-59.9,,,0,0,0,
47090,2011-01-03 06:00,445.0,,-34.1,-59.1,,,0,0,0,
47090,2011-01-03 06:00,447.0,,,,75.0,12.0,0,0,0,
47090,2011-01-03 06:00,458.0,,-34.3,-56.3,95.0,13.0,0,0,0,
47090,2011-01-03 06:00,500.0,5390.0,-30.7,-54.7,70.0,19.0,0,0,0,
47090,2011-01-03 06:00,502.0,,,,70.0,20.0,0,0,0,
47090,2011-01-03 06:00,521.0,,,,90.0,17.0,0,0,0,
47090,2011-01-03 06:00,551.0,,,,85.0,21.0,0,0,0,
47090,2011-01-03 06:00,607.0,,,,60.0,23.0,0,0,0,
47090,2011-01-03 06:00,621.0,,,,65.0,24.0,0,0,0,
47090,2011-01-03 06:00,635.0,,,,75.0,21.0,0,0,0,
47090,2011-01-03 06:00,636.0,,-19.1,-52.1,,,0,0,0,
47090,2011-01-03 06:00,657.0,,-18.9,-52.9,,,0,0,0,
47090,2011-01-03 06:00,683.0,,,,70.0,10.0,0,0,0,
47090,2011-01-03 06:00,691.0,,-18.1,-41.1,,,0,0,0,
47090,2011-01-03 06:00,700.0,2929.0,-17.5,-41.5,90.0,5.0,0,0,0,
47090,2011-01-03 06:00,729.0,,,,175.0,4.0,0,0,0,
47090,2011-01-03 06:00,758.0,,,,245.0,10.0,0,0,0,
47090,2011-01-03 06:00,762.0,,,,250.0,11.0,0,0,0,
47090,2011-01-03 06:00,804.0,,-8.9,-17.9,,,0,0,0,
47090,2011-01-03 06:00,811.0,,,,245.0,19.0,0,0,0,
47090,2011-01-03 06:00,817.0,,-9.1,-15.1,,,0,0,0,
47090,2011-01-03 06:00,824.0,,-9.5,-20.5,,,0,0,0,
47090,2011-01-03 06:00,828.0,,,,270.0,21.0,0,0,0,
47090,2011-01-03 06:00,833.0,,-8.9,-28.9,,,0,0,0,
47090,2011-01-03 06:00,849.0,,-9.7,-13.3,,,0,0,0,
47090,2011-01-03 06:00,850.0,1445.0,-9.5,-13.1,270.0,18.0,0,0,0,
47090,2011-01-03 06:00,902.0,,,,290.0,17.0,0,0,0,
47090,2011-01-03 06:00,925.0,786.0,-4.5,-10.5,275.0,12.0,0,0,0,
47090,2011-01-03 06:00,932.0,,-3.9,-10.9,,,0,0,0,
47090,2011-01-03 06:00,964.0,,-2.5,-5.2,,,0,0,0,
47090,2011-01-03 06:00,965.0,,,,0.0,0.0,0,0,0,
47090,2011-01-03 06:00,1000.0,167.0,-0.3,-5.3,310.0,3.0,0,0,0,
47090,2011-01-03 06:00,1012.0,,0.2,-4.8,,,0,0,0,
47090,2011-01-03 06:00,1018.0,,-1.5,-4.5,270.0,5.0,1,0,0,
47090,2011-01-04 12:00,9.6,,-30.7,-70.7,75.0,57.0,0,0,0,
47090,2011-01-04 12:00,10.0,30930.0,-29.3,-69.3,85.0,51.0,0,0,0,
47090,2011-01-04 12:00,10.2,,-28.7,-69.7,,,0,0,0,
47090,2011-01-04 12:00,10.4,,,,95.0,45.0,0,0,0,
47090,2011-01-04 12:00,10.9,,,,80.0,53.0,0,0,0,
47090,2011-01-04 12:00,12.0,,,,95.0,41.0,0,0,0,
47090,2011-01-04 12:00,12.6,,,,70.0,29.0,0,0,0,
47090,2011-01-04 12:00,12.8,,,,85.0,25.0,0,0,0,
47090,2011-01-04 12:00,13.0,,,,95.0,27.0,0,0,0,
47090,2011-01-04 12:00,13.4,,,,90.0,28.0,0,0,0,
47090,2011-01-04 12:00,14.3,,,,140.0,21.0,0,0,0,
47090,2011-01-04 12:00,15.2,,,,100.0,14.0,0,0,0,
47090,2011-01-04 12:00,16.0,,,,90.0,14.0,0,0,0,
47090,2011-01-04 12:00,16.6,,,,120.0,22.0,0,0,0,
47090,2011-01-04 12:00,17.4,,-45.9,-79.9,,,0,0,0,
47090,2011-01-04 12:00,17.8,,,,110.0,11.0,0,0,0,
47090,2011-01-04 12:00,18.1,,,,90.0,10.0,0,0,0,
47090,2011-01-04 12:00,18.9,,,,55.0,17.0,0,0,0,
47090,2011-01-04 12:00,19.5,,,,50.0,23.0,0,0,0,
47090,2011-01-04 12:00,20.0,26170.0,-45.3,-79.3,40.0,17.0,0,0,0,
47090,2011-01-04 12:00,20.5,,-44.9,-78.9,,,0,0,0,
47090,2011-01-04 12:00,20.9,,,,360.0,18.0,0,0,0,
47090,2011-01-04 12:00,21.6,,,,305.0,17.0,0,0,0,
47090,2011-01-04 12:00,22.2,,-47.9,-80.9,,,0,0,0,
47090,2011-01-04 12:00,22.3,,,,275.0,12.0,0,0,0,
47090,2011-01-04 12:00,23.5,,-50.9,-82.9,,,0,0,0,
47090,2011-01-04 12:00,24.4,,,,245.0,17.0,0,0,0,
47090,2011-01-04 12:00,25.2,,,,205.0,14.0,0,0,0,
47090,2011-01-04 12:00,25.7,,,,195.0,10.0,0,0,0,
47090,2011-01-04 12:00,26.4,,,,255.0,5.0,0,0,0,
47090,2011-01-04 12:00,27.4,,,,275.0,11.0,0,0,0,
47090,2011-01-04 12:00,28.4,,,,265.0,19.0,0,0,0,
47090,2011-01-04 12:00,29.9,,,,235.0,19.0,0,0,0,
47090,2011-01-04 12:00,30.0,23510.0,-51.5,-83.5,235.0,19.0,0,0,0,
47090,2011-01-04 12:00,30.3,,-51.7,-83.7,,,0,0,0,
47090,2011-01-04 12:00,30.4,,,,240.0,13.0,0,0,0,
47090,2011-01-04 12:00,30.9,,,,275.0,8.0,0,0,0,
47090,2011-01-04 12:00,31.2,,,,300.0,10.0,0,0,0,
47090,2011-01-04 12:00,31.5,,,,310.0,14.0,0,0,0,
47090,2011-01-04 12:00,31.8,,-50.9,-83.9,,,0,0,0,
47090,2011-01-04 12:00,32.8,,,,310.0,22.0,0,0,0,
47090,2011-01-04 12:00,34.0,,,,295.0,35.0,0,0,0,
47090,2011-01-04 12:00,34.3,,-55.3,-86.3,,,0,0,0,
47090,2011-01-04 12:00,36.4,,,,275.0,13.0,0,0,0,
47090,2011-01-04 12:00,36.8,,,,285.0,12.0,0,0,0,
47090,2011-01-04 12:00,37.4,,,,295.0,18.0,0,0,0,
47090,2011-01-04 12:00,40.2,,-52.7,-84.7,,,0,0,0,
47090,2011-01-04 12:00,40.3,,,,290.0,33.0,0,0,0,
47090,2011-01-04 12:00,42.9,,-55.7,-85.7,,,0,0,0,
47090,2011-01-04 12:00,43.6,,,,265.0,46.0,0,0,0,
47090,2011-01-04 12:00,50.0,20230.0,-54.3,-85.3,270.0,44.0,0,0,0,
47090,2011-01-04 12:00,50.3,,-54.1,-85.1,,,0,0,0,
47090,2011-01-04 12:00,51.7,,,,265.0,39.0,0,0,0,
47090,2011-01-04 12:00,55.6,,-56.7,-86.7,,,0,0,0,
47090,2011-01-04 12:00,57.5,,-55.3,-86.3,,,0,0,0,
47090,2011-01-04 12:00,57.6,,,,280.0,46.0,0,0,0,
47090,2011-01-04 12:00,61.3,,,,260.0,64.0,0,0,1,
47090,2011-01-04 12:00,64.0,,-57.7,-87.7,,,0,0,0,
47090,2011-01-04 12:00,65.4,,-61.1,-89.1,,,0,0,0,
47090,2011-01-04 12:00,66.0,,,,235.0,55.0,0,0,0,
47090,2011-01-04 12:00,68.7,,,,240.0,44.0,0,0,0,
47090,2011-01-04 12:00,70.0,18100.0,-58.7,-87.7,245.0,42.0,0,0,0,
47090,2011-01-04 12:00,73.0,,,,265.0,41.0,0,0,0,
47090,2011-01-04 12:00,73.3,,-56.5,-86.5,,,0,0,0,
47090,2011-01-04 12:00,78.0,,,,290.0,58.0,0,0,0,
47090,2011-01-04 12:00,84.4,,,,275.0,81.0,0,0,0,
47090,2011-01-04 12:00,88.5,,-55.7,-85.7,,,0,0,0,
47090,2011-01-04 12:00,93.7,,,,275.0,82.0,0,0,0,
47090,2011-01-04 12:00,96.3,,-59.1,-88.1,,,0,0,0,
47090,2011-01-04 12:00,100.0,15850.0,-57.7,-86.7,270.0,80.0,0,0,0,
47090,2011-01-04 12:00,111.0,,,,270.0,90.0,0,0,1,
47090,2011-01-04 12:00,123.0,,-57.9,-86.9,,,0,0,0,
47090,2011-01-04 12:00,131.0,,,,265.0,70.0,0,0,0,
47090,2011-01-04 12:00,135.0,,,,270.0,67.0,0,0,0,
47090,2011-01-04 12:00,150.0,13280.0,-55.1,-85.1,280.0,73.0,0,0,0,
47090,2011-01-04 12:00,161.0,,,,280.0,66.0,0,0,0,
47090,2011-01-04 12:00,167.0,,-52.7,-83.7,,,0,0,0,
47090,2011-01-04 12:00,192.0,,,,285.0,88.0,0,0,1,
47090,2011-01-04 12:00,200.0,11430.0,-55.3,-82.3,280.0,79.0,0,0,0,
47090,2011-01-04 12:00,233.0,,,,260.0,48.0,0,0,0,
47090,2011-01-04 12:00,241.0,,,,270.0,39.0,0,0,0,
47090,2011-01-04 12:00,250.0,10010.0,-56.5,-76.5,280.0,41.0,0,0,0,
47090,2011-01-04 12:00,255.0,,,,280.0,37.0,0,0,0,
47090,2011-01-04 12:00,270.0,,-56.5,-76.5,260.0,34.0,0,1,0,
47090,2011-01-04 12:00,293.0,,-53.9,-71.9,230.0,21.0,0,0,0,
47090,2011-01-04 12:00,300.0,8840.0,-52.7,-70.7,250.0,19.0,0,0,0,
47090,2011-01-04 12:00,301.0,,-52.7,-69.7,,,0,0,0,
47090,2011-01-04 12:00,304.0,,,,255.0,19.0,0,0,0,
47090,2011-01-04 12:00,307.0,,-51.9,-59.9,,,0,0,0,
47090,2011-01-04 12:00,310.0,,-52.5,-57.2,,,0,0,0,
47090,2011-01-04 12:00,313.0,,-52.3,-55.7,,,0,0,0,
47090,2011-01-04 12:00,314.0,,,,235.0,21.0,0,0,0,
47090,2011-01-04 12:00,348.0,,-46.7,-51.0,,,0,0,0,
47090,2011-01-04 12:00,351.0,,,,290.0,16.0,0,0,0,
47090,2011-01-04 12:00,356.0,,,,280.0,12.0,0,0,0,
47090,2011-01-04 12:00,363.0,,-45.9,-49.1,,,0,0,0,
47090,2011-01-04 12:00,369.0,,-45.1,-48.3,,,0,0,0,
47090,2011-01-04 12:00,374.0,,,,280.0,15.0,0,0,0,
47090,2011-01-04 12:00,400.0,6940.0,-40.9,-45.2,295.0,17.0,0,0,0,
47090,2011-01-04 12:00,407.0,,-39.9,-44.8,,,0,0,0,
47090,2011-01-04 12:00,409.0,,,,305.0,16.0,0,0,0,
47090,2011-01-04 12:00,424.0,,-37.9,-49.9,,,0,0,0,
47090,2011-01-04 12:00,429.0,,,,290.0,16.0,0,0,0,
47090,2011-01-04 12:00,437.0,,-36.7,-52.7,,,0,0,0,
47090,2011-01-04 12:00,440.0,,,,305.0,18.0,0,0,0,
47090,2011-01-04 12:00,463.0,,,,300.0,26.0,0,0,0,
47090,2011-01-04 12:00,500.0,5390.0,-31.3,-46.3,305.0,19.0,0,0,0,
47090,2011-01-04 12:00,540.0,,,,320.0,18.0,0,0,0,
47090,2011-01-04 12:00,562.0,,-25.9,-41.9,,,0,0,0,
47090,2011-01-04 12:00,582.0,,,,295.0,18.0,0,0,0,
47090,2011-01-04 12:00,605.0,,-23.1,-32.1,,,0,0,0,
47090,2011-01-04 12:00,615.0,,,,330.0,15.0,0,0,0,
47090,2011-01-04 12:00,647.0,,,,320.0,13.0,0,0,0,
47090,2011-01-04 12:00,659.0,,,,335.0,12.0,0,0,0,
47090,2011-01-04 12:00,672.0,,,,320.0,12.0,0,0,0,
47090,2011-01-04 12:00,685.0,,,,335.0,11.0,0,0,0,
47090,2011-01-04 12:00,696.0,,,,310.0,12.0,0,0,0,
47090,2011-01-04 12:00,700.0,2927.0,-14.7,-30.7,315.0,11.0,0,0,0,
47090,2011-01-04 12:00,728.0,,-12.9,-27.9,,,0,0,0,
47090,2011-01-04 12:00,743.0,,,,350.0,11.0,0,0,0,
47090,2011-01-04 12:00,744.0,,-11.5,-29.5,,,0,0,0,
47090,2011-01-04 12:00,756.0,,,,330.0,10.0,0,0,0,
47090,2011-01-04 12:00,776.0,,-10.3,-44.3,,,0,0,0,
47090,2011-01-04 12:00,782.0,,,,340.0,10.0,0,0,0,
47090,2011-01-04 12:00,834.0,,-7.7,-34.7,,,0,0,0,
47090,2011-01-04 12:00,850.0,1435.0,-8.5,-31.5,285.0,4.0,0,0,0,
47090,2011-01-04 12:00,858.0,,-9.1,-29.1,,,0,0,0,
47090,2011-01-04 12:00,925.0,777.0,-4.9,-21.9,330.0,1.0,0,0,0,
47090,2011-01-04 12:00,972.0,,-1.7,-18.7,,,0,0,0,
47090,2011-01-04 12:00,1000.0,159.0,-1.3,-14.3,305.0,4.0,0,0,0,
47090,2011-01-04 12:00,1008.0,,-1.3,-13.3,,,0,0,0,
47090,2011-01-04 12:00,1017.0,,-3.5,-11.5,290.0,3.0,1,0,0,
47090,2011-01-04 18:00,8.3,,-28.5,,75.0,72.0,0,0,0,
47090,2011-01-04 18:00,8.6,,,,85.0,66.0,0,0,0,
47090,2011-01-04 18:00,9.2,,,,70.0,62.0,0,0,0,
47090,2011-01-04 18:00,9.6,,-27.7,,,,0,0,0,
47090,2011-01-04 18:00,10.0,30910.0,-28.3,,75.0,64.0,0,0,0,
47090,2011-01-04 18:00,10.1,,,,75.0,65.0,0,0,0,
47090,2011-01-04 18:00,14.5,,-41.7,-77.7,,,0,0,0,
47090,2011-01-04 18:00,14.6,,,,80.0,25.0,0,0,0,
47090,2011-01-04 18:00,14.9,,-43.9,-78.9,,,0,0,0,
47090,2011-01-04 18:00,15.8,,-43.1,-79.1,,,0,0,0,
47090,2011-01-04 18:00,17.6,,,,50.0,15.0,0,0,0,
47090,2011-01-04 18:00,18.6,,,,15.0,13.0,0,0,0,
47090,2011-01-04 18:00,18.8,,,,355.0,12.0,0,0,0,
47090,2011-01-04 18:00,19.9,,,,280.0,27.0,0,0,0,
47090,2011-01-04 18:00,20.0,26170.0,-48.7,-81.7,275.0,28.0,0,0,0,
47090,2011-01-04 18:00,20.2,,,,265.0,30.0,0,0,0,
47090,2011-01-04 18:00,21.5,,-51.1,-83.1,,,0,0,0,
47090,2011-01-04 18:00,23.2,,,,160.0,13.0,0,0,0,
47090,2011-01-04 18:00,24.9,,,,0.0,0.0,0,0,0,
47090,2011-01-04 18:00,25.8,,-47.3,-81.3,,,0,0,0,
47090,2011-01-04 18:00,25.9,,,,350.0,7.0,0,0,0,
47090,2011-01-04 18:00,30.0,23510.0,-50.3,-83.3,,,0,0,0,
47090,2011-01-04 18:00,32.5,,,,270.0,37.0,0,0,0,
47090,2011-01-04 18:00,34.6,,,,265.0,26.0,0,0,0,
47090,2011-01-04 18:00,36.2,,,,265.0,44.0,0,0,0,
47090,2011-01-04 18:00,36.9,,-53.9,-84.9,,,0,0,0,
47090,2011-01-04 18:00,37.2,,,,255.0,43.0,0,0,0,
